"","title","dataset_citation","publication_citation","description","url","contact_name","contact_affiliation","email","orcid","dataset_license","project_identifier","publication_status","taxon","location_description","study_collection_area","geo_datum","gps_obfuscation_info","species_id_method","study_design","sampling_strategy","sampling_method","sampling_protocol","measurement_unit","value_transform","sample_start_date","sample_start_time","sample_end_date","sample_end_time","sample_value","sample_sex","sample_stage","sample_location","sample_collection_area","sample_lat_dd","sample_long_dd","sample_environment","additional_location_info","additional_sample_info","sample_name"
"958102","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-23,NA,6568,"female","adult","Manatee County",NA,27.574,-82.504,NA,NA,NA,NA
"958107","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-23,NA,936,"female","adult","Manatee County",NA,27.565,-82.48,NA,NA,NA,NA
"958113","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-23,NA,16325,"female","adult","Manatee County",NA,27.575,-82.42,NA,NA,NA,NA
"958117","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-23,NA,3528,"female","adult","Manatee County",NA,27.565,-82.425,NA,NA,NA,NA
"958125","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,4529,"female","adult","Manatee County",NA,27.616,-82.535,NA,NA,NA,NA
"958133","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,985,"female","adult","Manatee County",NA,27.603,-82.536,NA,NA,NA,NA
"958140","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,1197,"female","adult","Manatee County",NA,27.591,-82.548,NA,NA,NA,NA
"958151","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,3459,"female","adult","Manatee County",NA,27.628,-82.497,NA,NA,NA,NA
"958158","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,762,"female","adult","Manatee County",NA,27.64,-82.553,NA,NA,NA,NA
"958162","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,294,"female","adult","Manatee County",NA,27.57,-82.593,NA,NA,NA,NA
"958165","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,416,"female","adult","Manatee County",NA,27.529,-82.588,NA,NA,NA,NA
"958169","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,915,"female","adult","Manatee County",NA,27.516,-82.538,NA,NA,NA,NA
"958175","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,1363,"female","adult","Manatee County",NA,27.554,-82.546,NA,NA,NA,NA
"958183","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,10,"female","adult","Manatee County",NA,27.533,-82.566,NA,NA,NA,NA
"958188","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,288,"female","adult","Manatee County",NA,27.503,-82.657,NA,NA,NA,NA
"958193","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,577,"female","adult","Manatee County",NA,27.468,-82.684,NA,NA,NA,NA
"958200","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,78,"female","adult","Manatee County",NA,27.447,-82.621,NA,NA,NA,NA
"958205","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,5,"female","adult","Manatee County",NA,27.489,-82.592,NA,NA,NA,NA
"958210","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,39,"female","adult","Manatee County",NA,27.475,-82.551,NA,NA,NA,NA
"958216","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,4566,"female","adult","Manatee County",NA,27.47,-82.524,NA,NA,NA,NA
"958222","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,232,"female","adult","Manatee County",NA,27.439,-82.549,NA,NA,NA,NA
"958231","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,480,"female","adult","Manatee County",NA,27.407,-82.504,NA,NA,NA,NA
"958238","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,584,"female","adult","Manatee County",NA,27.42,-82.48,NA,NA,NA,NA
"958247","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,505,"female","adult","Manatee County",NA,27.427,-82.525,NA,NA,NA,NA
"958256","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,3612,"female","adult","Manatee County",NA,27.481,-82.48,NA,NA,NA,NA
"958261","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,1183,"female","adult","Manatee County",NA,27.419,-82.426,NA,NA,NA,NA
"958266","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,13410,"female","adult","Manatee County",NA,27.427,-82.377,NA,NA,NA,NA
"958269","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,3815,"female","adult","Manatee County",NA,27.485,-82.402,NA,NA,NA,NA
"958275","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,3523,"female","adult","Manatee County",NA,27.439,-82.439,NA,NA,NA,NA
"958279","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,1409,"female","adult","Manatee County",NA,27.513,-82.432,NA,NA,NA,NA
"958283","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,1446,"female","adult","Manatee County",NA,27.489,-82.362,NA,NA,NA,NA
"958286","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,9280,"female","adult","Manatee County",NA,27.464,-82.304,NA,NA,NA,NA
"958292","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,5893,"female","adult","Manatee County",NA,27.412,-82.288,NA,NA,NA,NA
"958295","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,1970,"female","adult","Manatee County",NA,27.475,-82.324,NA,NA,NA,NA
"958299","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,8019,"female","adult","Manatee County",NA,27.408,-82.304,NA,NA,NA,NA
"958302","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,4134,"female","adult","Manatee County",NA,27.408,-82.26,NA,NA,NA,NA
"958305","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,7691,"female","adult","Manatee County",NA,27.35,-82.158,NA,NA,NA,NA
"958310","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,3528,"female","adult","Manatee County",NA,27.287,-82.23,NA,NA,NA,NA
"958315","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,14199,"female","adult","Manatee County",NA,27.347,-82.243,NA,NA,NA,NA
"958320","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,7504,"female","adult","Manatee County",NA,27.273,-82.117,NA,NA,NA,NA
"958326","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,4333,"female","adult","Manatee County",NA,27.427,-82.133,NA,NA,NA,NA
"958329","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,2999,"female","adult","Manatee County",NA,27.471,-82.17,NA,NA,NA,NA
"958333","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,2163,"female","adult","Manatee County",NA,27.639,-82.417,NA,NA,NA,NA
"958340","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,4599,"female","adult","Manatee County",NA,27.574,-82.504,NA,NA,NA,NA
"958343","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,2519,"female","adult","Manatee County",NA,27.565,-82.48,NA,NA,NA,NA
"958349","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,7213,"female","adult","Manatee County",NA,27.575,-82.42,NA,NA,NA,NA
"958354","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,1351,"female","adult","Manatee County",NA,27.565,-82.425,NA,NA,NA,NA
"958360","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,681,"female","adult","Manatee County",NA,27.591,-82.2,NA,NA,NA,NA
"958363","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,2498,"female","adult","Manatee County",NA,27.603,-82.098,NA,NA,NA,NA
"958368","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-08-24,NA,7420,"female","adult","Manatee County",NA,27.613,-82.124,NA,NA,NA,NA
