"","title","dataset_citation","publication_citation","description","url","contact_name","contact_affiliation","email","orcid","dataset_license","project_identifier","publication_status","taxon","location_description","study_collection_area","geo_datum","gps_obfuscation_info","species_id_method","study_design","sampling_strategy","sampling_method","sampling_protocol","measurement_unit","value_transform","sample_start_date","sample_start_time","sample_end_date","sample_end_time","sample_value","sample_sex","sample_stage","sample_location","sample_collection_area","sample_lat_dd","sample_long_dd","sample_environment","additional_location_info","additional_sample_info","sample_name"
"1590656","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-09-20,NA,0,"female","adult","Orange County",NA,28.3795,-81.3857,NA,NA,NA,NA
"1590676","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-10-11,NA,1,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1590702","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-09-13,NA,0,"female","adult","Orange County",NA,28.6281,-81.3362,NA,NA,NA,NA
"1590742","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-04-11,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1590786","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-01-25,NA,0,"female","adult","Orange County",NA,28.765,-81.6505,NA,NA,NA,NA
"1590827","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-03-21,NA,0,"female","adult","Orange County",NA,28.6281,-81.3362,NA,NA,NA,NA
"1590866","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-11-08,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1590908","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-10-18,NA,0,"female","adult","Orange County",NA,28.5101,-81.4841,NA,NA,NA,NA
"1590943","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-05-17,NA,0,"female","adult","Orange County",NA,28.7583,-81.5023,NA,NA,NA,NA
"1590989","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-01-11,NA,0,"female","adult","Orange County",NA,28.5021,-81.0822,NA,NA,NA,NA
"1591032","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-01-11,NA,0,"female","adult","Orange County",NA,28.6281,-81.3362,NA,NA,NA,NA
"1591072","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-11-22,NA,0,"female","adult","Orange County",NA,28.4423,-81.5426,NA,NA,NA,NA
"1591110","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-10-18,NA,0,"female","adult","Orange County",NA,28.5021,-81.0822,NA,NA,NA,NA
"1591154","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-10-25,NA,0,"female","adult","Orange County",NA,28.4731,-81.6168,NA,NA,NA,NA
"1591197","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-12-20,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1591243","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-12-06,NA,0,"female","adult","Orange County",NA,28.7583,-81.5023,NA,NA,NA,NA
"1591273","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-07-12,NA,21,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1591313","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-06-28,NA,7,"female","adult","Orange County",NA,28.765,-81.6505,NA,NA,NA,NA
"1591333","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-09-27,NA,0,"female","adult","Orange County",NA,28.3795,-81.3857,NA,NA,NA,NA
"1591368","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-12-27,NA,0,"female","adult","Orange County",NA,28.3714,-81.4195,NA,NA,NA,NA
"1591409","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-09-07,NA,0,"female","adult","Orange County",NA,28.6281,-81.3362,NA,NA,NA,NA
"1591450","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-05-31,NA,0,"female","adult","Orange County",NA,28.3795,-81.3857,NA,NA,NA,NA
"1591532","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-09-07,NA,0,"female","adult","Orange County",NA,28.5101,-81.4841,NA,NA,NA,NA
"1591579","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-10-04,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1591617","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-08-23,NA,0,"female","adult","Orange County",NA,28.3795,-81.3857,NA,NA,NA,NA
"1591659","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-10-25,NA,0,"female","adult","Orange County",NA,28.6349,-81.5493,NA,NA,NA,NA
"1591688","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-11-15,NA,4,"female","adult","Orange County",NA,28.6349,-81.5493,NA,NA,NA,NA
"1591705","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-09-13,NA,0,"female","adult","Orange County",NA,28.3795,-81.3857,NA,NA,NA,NA
"1591744","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-08-02,NA,0,"female","adult","Orange County",NA,28.3714,-81.4195,NA,NA,NA,NA
"1591762","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-08-23,NA,3,"female","adult","Orange County",NA,28.4731,-81.6168,NA,NA,NA,NA
"1591786","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-04-11,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1591805","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-08-23,NA,1,"female","adult","Orange County",NA,28.4423,-81.5426,NA,NA,NA,NA
"1591865","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-11-22,NA,0,"female","adult","Orange County",NA,28.3714,-81.4195,NA,NA,NA,NA
"1591905","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-05-02,NA,0,"female","adult","Orange County",NA,28.6349,-81.5493,NA,NA,NA,NA
"1591947","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-06-07,NA,0,"female","adult","Orange County",NA,28.5101,-81.4841,NA,NA,NA,NA
"1591986","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-04-11,NA,0,"female","adult","Orange County",NA,28.5021,-81.0822,NA,NA,NA,NA
"1592004","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-11-22,NA,1,"female","adult","Orange County",NA,28.765,-81.6505,NA,NA,NA,NA
"1592028","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-01-18,NA,0,"female","adult","Orange County",NA,28.3809,-81.1896,NA,NA,NA,NA
"1592070","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-02-01,NA,0,"female","adult","Orange County",NA,28.4731,-81.6168,NA,NA,NA,NA
"1592090","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-11-02,NA,3,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1592113","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-02-29,NA,0,"female","adult","Orange County",NA,28.5021,-81.0822,NA,NA,NA,NA
"1592149","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-05-31,NA,0,"female","adult","Orange County",NA,28.4983,-80.9963,NA,NA,NA,NA
"1592166","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-06-14,NA,2,"female","adult","Orange County",NA,28.5101,-81.4841,NA,NA,NA,NA
"1592204","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-10-25,NA,0,"female","adult","Orange County",NA,28.7583,-81.5023,NA,NA,NA,NA
"1592242","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-08-02,NA,0,"female","adult","Orange County",NA,28.3795,-81.3857,NA,NA,NA,NA
"1592281","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-05-24,NA,0,"female","adult","Orange County",NA,28.4983,-80.9963,NA,NA,NA,NA
"1592358","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-09-07,NA,0,"female","adult","Orange County",NA,28.4983,-80.9963,NA,NA,NA,NA
"1592398","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-11-30,NA,0,"female","adult","Orange County",NA,28.6281,-81.3362,NA,NA,NA,NA
"1592441","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-10-18,NA,0,"female","adult","Orange County",NA,28.3809,-81.1896,NA,NA,NA,NA
"1592479","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-02-01,NA,0,"female","adult","Orange County",NA,28.3714,-81.4195,NA,NA,NA,NA
"1592516","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-12-27,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1592555","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-07-12,NA,0,"female","adult","Orange County",NA,28.4423,-81.5426,NA,NA,NA,NA
"1592575","Mosquito surveillance in Orange County, Florida, USA. 2016","DOI:10.5281/zenodo.1220220",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000261","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2016-08-23,NA,6,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
