"","title","dataset_citation","publication_citation","description","url","contact_name","contact_affiliation","email","orcid","dataset_license","project_identifier","publication_status","taxon","location_description","study_collection_area","geo_datum","gps_obfuscation_info","species_id_method","study_design","sampling_strategy","sampling_method","sampling_protocol","measurement_unit","value_transform","sample_start_date","sample_start_time","sample_end_date","sample_end_time","sample_value","sample_sex","sample_stage","sample_location","sample_collection_area","sample_lat_dd","sample_long_dd","sample_environment","additional_location_info","additional_sample_info","sample_name"
"1417131","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-12-07,NA,1,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417155","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-05-22,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417174","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-07-02,NA,47,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417199","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-02-06,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417240","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-08-14,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417283","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-05-14,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417329","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-07-17,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417347","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-09-20,NA,10,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417374","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-06-14,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417417","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-05-18,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417458","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-11-16,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417501","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-11-09,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417542","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-06-26,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417565","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-06-29,NA,3,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417592","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-04-30,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417612","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-09-26,NA,11,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417636","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-02-08,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417682","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-03-27,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417726","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-05-02,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417767","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-03-15,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417808","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-03-19,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417865","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-06-15,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417911","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-12-18,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417931","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-02-27,NA,1,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1417957","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-04-26,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1418008","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-05-30,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418049","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-04-03,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418091","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-07-05,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418132","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-06-29,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418173","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-05-24,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418214","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-03-09,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418255","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-02-10,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418296","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-02-08,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418337","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-02-01,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418378","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-05-31,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418419","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-05-25,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418460","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-08-28,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418502","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-02-09,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418545","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-04-12,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418586","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-06-27,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418627","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-07-09,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418672","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-02-15,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418714","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-01-04,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418732","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-07-16,NA,1,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418756","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-02-17,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418797","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-06-01,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418815","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-09-28,NA,4,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418839","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-07-06,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418883","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-04-20,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418924","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-07-13,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1418965","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-07-27,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1419007","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-06-06,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1419048","Mosquito surveillance in Orange County, Florida, USA. 2012","DOI:10.5281/zenodo.1220209",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000257","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2012-04-30,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
